,Unnamed: 0,id_0,name_0,id_1,name_1,song,successful_1,successful_0
8930,8930,1IELhvOMg5VQlU7syRm6CS,CAZZETTE,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"{'popularity': 29, 'song_name': 'Happier - Cazzette Remix', 'release_date': '2018-06-08', 'artists': ['Ed Sheeran', 'CAZZETTE']}",0,0
8931,8931,6BrvowZBreEkXzJQMpL174,Hardwell,6eUtrZgzxqbV7zMxzN3Sz2,twoloud,"{'popularity': 21, 'song_name': 'Dare You - Tiësto vs Twoloud Remix', 'release_date': '2014-02-24', 'artists': ['Hardwell', 'Matthew Koma', 'Tiësto', 'twoloud']}",1,0
8932,8932,1QcNpVT6u0dHxmjpZoJtHd,Copyright,5Igpc9iLZ3YGtKeYfSrrOE,Chris Lake,"{'popularity': 19, 'song_name': ""La Tromba Risin' (feat. Tasita D'Mour)"", 'release_date': '2010-07-09', 'artists': ['Chris Lake', 'Marco Lys', 'Copyright', 'Tasita D´Mour']}",0,0
8933,8933,39wff4xdW1Xg88XzoTvySv,María Barracuda,7K9rdoOJSiKXoVXPlSkGKT,Paty Cantú,"{'popularity': 31, 'song_name': 'Aparador', 'release_date': '2012-01-01', 'artists': ['Paty Cantú', 'María Barracuda', 'Niña Dioz']}",0,0
8934,8934,29uv73NgdUp0BNNBzE2sYn,Ryan Munroe,6Q192DXotxtaysaqNPy5yR,Amy Winehouse,"{'popularity': 35, 'song_name': 'Tears Dry On Their Own - Kardinal Beats Remix', 'release_date': '2015-07-03', 'artists': ['Amy Winehouse', 'Ryan Munroe', 'Omar Chandla']}",0,0
8935,8935,2hmtzacvzvV2lFNZOao0yP,Natomas Slimm,6d47Z08T4snK50HgTEHo5Z,Sage The Gemini,"{'popularity': 5, 'song_name': ""I'm Sick"", 'release_date': '2016-05-12', 'artists': ['Natomas Slimm', 'Sage The Gemini', 'Jai Swift']}",0,0
8936,8936,0N3AcLTAS3vcx93PxN2Agb,Major League Djz,67cYqJhWVX52LCMSrfOfqA,Jozlin,"{'popularity': 12, 'song_name': 'Asambeni', 'release_date': '2020-12-11', 'artists': ['Major League Djz', 'Abidoza', 'Tman Express', 'Jozlin', 'PlayNevig']}",0,0
8937,8937,0OROVBEZCocg0FcgJpyBse,Alex Sensation,4q3ewBCX7sLwd24euuV69X,Bad Bunny,"{'popularity': 54, 'song_name': 'Fantasía', 'release_date': '2018-02-09', 'artists': ['Alex Sensation', 'Bad Bunny']}",0,0
8938,8938,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,6USMTwO0MNDnKte5a5h0xx,Y2K,"{'popularity': 32, 'song_name': 'Rake It Up - Y2K Remix', 'release_date': '2017-10-26', 'artists': ['Yo Gotti', 'Y2K', 'Nicki Minaj']}",0,0
8939,8939,5jAMCwdNHWr7JThxtMuEyy,NOTD,6Paz0vXJJ9bCPf0fEm3qzg,Dagny,"{'popularity': 43, 'song_name': 'Summer Of Love', 'release_date': '2017-08-11', 'artists': ['NOTD', 'Dagny']}",0,0
8940,8940,2MandbcadCLDBOlX3ETprT,David Sitek,6oBm8HB0yfrIc9IHbxs6in,Lykke Li,"{'popularity': 19, 'song_name': 'With A Girl Like You', 'release_date': '2009-02-16', 'artists': ['David Sitek']}",0,0
8941,8941,0h0C8mMT21p0Ixq6qO1UMH,$tupid Young,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,"{'popularity': 27, 'song_name': 'Ventalation (feat. RJmrLA, $tupid Young & Azjah)', 'release_date': '2019-08-16', 'artists': ['Snoop Dogg', 'RJMrLA', '$tupid Young', 'Azjah']}",0,0
8942,8942,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,3TVXtAsR1Inumwj472S9r4,Drake,"{'popularity': 75, 'song_name': 'POPSTAR (feat. Drake)', 'release_date': '2020-07-17', 'artists': ['DJ Khaled', 'Drake']}",0,0
8943,8943,3fzRb5i8Wn7ao2KPDxEiTR,David Solomon,4sTQVOfp9vEMCemLw50sbu,Galantis,"{'popularity': 34, 'song_name': 'Only A Fool (with Pink Sweat$) [DJ D-Sol Remix]', 'release_date': '2020-07-28', 'artists': ['Galantis', 'Ship Wrek', 'Pink Sweat$', 'David Solomon']}",1,0
8944,8944,4s6Xg38sbqh4xpf4OqhVUK,iZaak,6P6GTRTigHBp8ZesNtpCKH,Almighty,"{'popularity': 27, 'song_name': 'Antes de Lamentar (feat. Almighty)', 'release_date': '2018-10-12', 'artists': ['iZaak', 'Almighty']}",0,0
8945,8945,5TYxZTjIPqKM8K8NuP9woO,C. Tangana,7K78lVZ8XzkjfRSI7570FF,José Feliciano,"{'popularity': 56, 'song_name': 'Un Veneno - G-Mix', 'release_date': '2021-02-26', 'artists': ['C. Tangana', 'José Feliciano', 'Niño de Elche']}",1,0
8946,8946,65NscqgsoMPqBtoLbkP3jD,Bolier,7aRHG7j7lE20lWhas3Yzmz,Rob Styles,"{'popularity': 18, 'song_name': ""Can't Behave"", 'release_date': '2020-11-13', 'artists': ['Bolier', 'Rob Styles']}",1,0
8947,8947,2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,2jGvmFH6YE352p9LKmuB0y,Manse,"{'popularity': 37, 'song_name': 'You Were Loved (with OneRepublic) - Manse Remix', 'release_date': '2022-05-09', 'artists': ['Gryffin', 'OneRepublic', 'Manse']}",0,0
8948,8948,5AUTN6tMncnOnYgJK1VM6K,Sam i,5bzWtCkjIAMgN93gLt56SO,Tropkillaz,"{'popularity': 21, 'song_name': ""Goin' Home (Tropkillaz Remix)"", 'release_date': '2020-12-11', 'artists': ['Sam i', 'Tropkillaz']}",0,0
8949,8949,6paE2t0If1wcufBS2OE0b3,Oken,7iK8PXO48WeuP03g8YR51W,Myke Towers,"{'popularity': 60, 'song_name': 'Noche Loca', 'release_date': '2018-06-08', 'artists': ['Oken', 'Myke Towers', 'Mora']}",0,0
8950,8950,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,0vqrIH6O2kBhSBGz7pwRC9,Aruna,"{'popularity': 36, 'song_name': ""Won't Let You Go (ASOT 1120) [Service For Dreamers] - STANDERWICK Remix"", 'release_date': '2023-05-11', 'artists': ['Armin van Buuren', 'Aruna', 'STANDERWICK']}",1,0
8951,8951,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,4ugGMtXC28CVR5hlYJy9wV,Luciana,"{'popularity': 33, 'song_name': 'We Own the Night (feat. Luciana) [Original Mix]', 'release_date': '2012-04-24', 'artists': ['Tiësto', 'Wolfgang Gartner', 'Luciana']}",1,0
8952,8952,2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,65xomMlePqBzEuBb4XXRjE,Louie Culture,"{'popularity': 48, 'song_name': 'Call Me If (Remix)', 'release_date': '2021-03-19', 'artists': ['Dexta Daps', 'Louie Culture', 'Tory Lanez']}",0,0
8953,8953,1SeU8Y2rEUpEoeWmUCdQIR,Mahalo,4YXycRbyyAE0wozTk7QMEq,Matoma,"{'popularity': 11, 'song_name': 'The Bender - Mahalo Remix', 'release_date': '2020-05-29', 'artists': ['Matoma', 'Brando', 'Mahalo']}",0,0
8954,8954,5MS6HieNmKxzkAM8amE8sr,Rebecca,76Xa625geVw0Q7BdyxNjA2,ZAAC,"{'popularity': 36, 'song_name': 'CHEGUEI', 'release_date': '2020-08-20', 'artists': ['WC no Beat', 'ZAAC', 'Rebecca', 'Karol Conká', 'Preto Show']}",0,0
8955,8955,6brqJHDrdbE1W3JzTxOoea,MYGAL,79ehGac6casNGvc5n8XL7J,ARON,"{'popularity': 55, 'song_name': 'Nieve', 'release_date': '2021-03-12', 'artists': ['ARON', 'MYGAL']}",0,0
8956,8956,1HmRZmbrkMbjuKbwUD3gdg,Nard,5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,"{'popularity': 18, 'song_name': 'Clusters', 'release_date': '2021-01-25', 'artists': ['Nard', 'Rich Homie Quan']}",0,0
8957,8957,18asdpzJ9NGKv9Ri8WFP4G,Sumthing Else,1eQJUHJRurFXGd3j8i8W4x,Lady Du,"{'popularity': 1, 'song_name': 'Dam Dam - Extended Version', 'release_date': '2022-02-14', 'artists': ['QDeep', 'Lady Du', 'Sumthing Else']}",0,0
8958,8958,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,"{'popularity': 49, 'song_name': 'The Way I Are - Steve Aoki Pimpin Remix', 'release_date': '2007-01-01', 'artists': ['Timbaland', 'Keri Hilson', 'D.O.E.', 'Steve Aoki']}",0,0
8959,8959,0HjB3rtVPu5Jve932SWH3N,Fred Page,521qvhdobR0GzhvU6TFw76,Tritonal,"{'popularity': 35, 'song_name': 'Set It On Fire', 'release_date': '2016-09-09', 'artists': ['Tritonal', 'Fred Page']}",1,0
8960,8960,5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,5k5eiijuHxrGwXp2Pz37GZ,Justin Jay,"{'popularity': 30, 'song_name': 'REDLIGHT - Justin Jay Remix', 'release_date': '2019-10-18', 'artists': ['NGHTMRE', 'A$AP Ferg', 'Justin Jay']}",0,0
8961,8961,3EiLUeyEcA6fbRPSHkG5kb,De La Ghetto,4nljnlPiswjFIoVpLGn8Wc,MishCatt,"{'popularity': 41, 'song_name': 'Goofy, Pt. 2', 'release_date': '2020-11-13', 'artists': ['MishCatt', 'Sofía Reyes', 'De La Ghetto']}",1,0
8962,8962,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,6rcE30MaP92XafelMNZ2Sq,Frank Walker,"{'popularity': 34, 'song_name': ""I'm Not Alright - Frank Walker Remix"", 'release_date': '2019-12-20', 'artists': ['Loud Luxury', 'Bryce Vine', 'Frank Walker']}",0,0
8963,8963,1l2ekx5skC4gJH8djERwh1,Don Diablo,1snOzyP7WYWmbY8xjuWFeQ,Larry Tee,"{'popularity': 0, 'song_name': ""Who's Your Daddy - Larry Tee & Alexander Technique Blogula Remix"", 'release_date': '2010-08-02', 'artists': ['Don Diablo', 'Alexander Technique', 'Larry Tee']}",0,0
8964,8964,0I5HubncQ8E1MFZOlPDY4J,Trinidad James,4OBJLual30L7gRl5UkeRcT,T.I.,"{'popularity': 33, 'song_name': 'FDB (Remix) [feat. DJ Drama, French Montana, T.I. and Trinidad James]', 'release_date': '2013-08-27', 'artists': ['Young Dro', 'Trinidad James', 'DJ Drama', 'French Montana', 'T.I.']}",0,0
8965,8965,1eOOXqRHILTxqrEUAYyQU0,Bart B More,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"{'popularity': 14, 'song_name': 'Louder Than Boom - Bart B More Remix', 'release_date': '2010-08-31', 'artists': ['Tiësto']}",0,0
8966,8966,33JQK4UoS2aMPYBfdB5Ftt,Ryan Riback,7y62LosfVdoL07cB9BT4i6,Smookie Illson,"{'popularity': 0, 'song_name': 'Make It Wet - Smookie Illson Remix', 'release_date': '2015-05-25', 'artists': ['Lowkiss', 'Ryan Riback', 'Smookie Illson', 'Treyy G']}",0,0
8967,8967,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,4xSx6TiVkQ6ZfREdVnVZfw,Wiegel Meirmans Snitker,"{'popularity': 28, 'song_name': 'Nova Zembla - Armin van Buuren Remix', 'release_date': '2011-12-23', 'artists': ['Wiegel Meirmans Snitker', 'Armin van Buuren']}",1,0
8968,8968,0jnsk9HBra6NMjO2oANoPY,Flo Rida,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,"{'popularity': 54, 'song_name': 'Elevator (feat. Timbaland)', 'release_date': '2008-03-17', 'artists': ['Flo Rida', 'Timbaland']}",0,0
8969,8969,16Juw2gfa9IxEL3Vu69cH7,Yaga & Mackie,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,"{'popularity': 41, 'song_name': 'Maúlla', 'release_date': '2002-07-18', 'artists': ['Yaga & Mackie', 'Daddy Yankee']}",0,0
8970,8970,6S3KljEiIOWoLMUyZrkQUc,Marnik,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,"{'popularity': 32, 'song_name': 'Supernova (Interstellar) - Radio Edit', 'release_date': '2016-09-30', 'artists': ['Steve Aoki', 'Marnik', 'Lil Jon']}",0,0
8971,8971,6tzRZ39aZlNqlUzQlkuhDV,Pabllo Vittar,71SeHRvF7QAnG8kSC9qbW5,Teto Preto,"{'popularity': 13, 'song_name': 'Vai Embora (feat. Ludmilla) - Teto Preto Remix', 'release_date': '2019-05-10', 'artists': ['Pabllo Vittar', 'LUDMILLA', 'Teto Preto']}",0,0
8972,8972,4YXNoMVTHRt01jYaKXTumJ,Raiden,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,"{'popularity': 31, 'song_name': 'Ignite - Raiden Remix', 'release_date': '2018-07-06', 'artists': ['K-391', 'Alan Walker', 'Julie Bergan', 'SEUNGRI', 'Raiden']}",0,0
8973,8973,1pgDilWYDWLoOgGjf1iHNu,Zion,7awyvLSthqOcL5A3hnR1pf,Alex Gargolas,"{'popularity': 57, 'song_name': 'Te Hago el Amor', 'release_date': '2003-12-09', 'artists': ['Alex Gargolas', 'Zion & Lennox']}",0,0
8974,8974,6TIYQ3jFPwQSRmorSezPxX,Machine Gun Kelly,7d3WFRME3vBY2cgoP38RDo,Lil Skies,"{'popularity': 55, 'song_name': 'Burning Memories (feat. Lil Skies)', 'release_date': '2019-07-05', 'artists': ['Machine Gun Kelly', 'Lil Skies']}",0,0
8975,8975,1mXAhKnZEdF6rotyyd4GBi,MC Kevinho,7FNnA9vBm6EKceENgCGRMb,Anitta,"{'popularity': 58, 'song_name': 'Terremoto', 'release_date': '2019-02-01', 'artists': ['Anitta', 'MC Kevinho']}",0,0
8976,8976,30hElzuHCZ1qzCl364SHma,Teejay,5sK8BsvyDl4TFA6KaBf8or,Charly Black,"{'popularity': 12, 'song_name': 'Bad', 'release_date': '2021-11-12', 'artists': ['Charly Black', 'Teejay']}",0,0
8977,8977,0tR60pwxQ5WKjPxQcKoCQ7,Messiah,6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,"{'popularity': 23, 'song_name': 'No Te Detengas (feat. Bryant Myers & Miky Woodz)', 'release_date': '2018-07-20', 'artists': ['Messiah', 'Bryant Myers', 'Miky Woodz']}",0,0
8978,8978,2AZLUPibligEOtnS4lFb7i,Jimmy Carris,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,"{'popularity': 1, 'song_name': 'Dance the Pain Away - Jimmy Carris Remix', 'release_date': '2013-07-09', 'artists': ['Benny Benassi', 'John Legend', 'Jimmy Carris']}",0,0
8979,8979,1s06WAaQ0sHIqFGlzEpBGZ,Flamingo,7dc6hUwyuIhrZdh80eaCEE,Fedde Le Grand,"{'popularity': 25, 'song_name': ""Back & Forth - Fedde's Future Funk Remix"", 'release_date': '2014-09-12', 'artists': ['Fedde Le Grand', 'Mr V']}",0,0
8980,8980,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,5fMUXHkw8R8eOP2RNVYEZX,Diplo,"{'popularity': 62, 'song_name': 'Que Calor (feat. J Balvin & El Alfa)', 'release_date': '2021-03-26', 'artists': ['Major Lazer', 'J Balvin', 'El Alfa', 'Diplo']}",0,0
8981,8981,0Y3agQaa6g2r0YmHPOO9rh,Davido,5Jv1MsZBh0sqokFq7pU8Xg,Pheelz,"{'popularity': 67, 'song_name': 'Electricity', 'release_date': '2022-08-18', 'artists': ['Pheelz', 'Davido']}",0,0
8982,8982,0cGUm45nv7Z6M6qdXYQGTX,Kehlani,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"{'popularity': 47, 'song_name': 'Universe (feat. Kehlani)', 'release_date': '2020-10-23', 'artists': ['Ty Dolla $ign', 'Kehlani']}",0,0
8983,8983,3wzxasxU7kQxHPr0ky5rJq,Candyland,5ChF3i92IPZHduM7jN3dpg,Nicky Romero,"{'popularity': 10, 'song_name': ""Legacy - Candyland's OG Remix"", 'release_date': '2013-11-19', 'artists': ['Nicky Romero', 'Krewella', 'Candyland']}",0,0
8984,8984,2L8yW8GIoirHEdeW4bWQXq,TJR,738wLrAtLtCtFOLvQBXOXp,Major Lazer,"{'popularity': 27, 'song_name': 'Too Original - TJR Remix', 'release_date': '2015-11-27', 'artists': ['Major Lazer', 'Elliphant', 'Jovi Rockwell', 'TJR']}",0,0
8985,8985,4xnMDfgEmXZEEDdITKcGuE,Audien,7eX82EeZz6qIASWIsheMlv,Kayper,"{'popularity': 7, 'song_name': 'Something Better - Kayper Remix', 'release_date': '2016-03-18', 'artists': ['Audien', 'Lady A', 'shemce', 'Melanie Ebietoma', 'Clemens Martinuzzi', 'Nikodem Milewski', 'Kayper']}",0,0
8986,8986,5ChF3i92IPZHduM7jN3dpg,Nicky Romero,6dmirK5INsjB053cboebk4,Sage,"{'popularity': 2, 'song_name': 'Only For Your Love - Sage Remix', 'release_date': '2018-01-19', 'artists': ['Nicky Romero', 'Florian Picasso', 'Sage']}",0,0
8987,8987,0bxHci3JIhhKA53n8rH3tT,High Contrast,7GvVTb8yFV0ZrdI30Qce6T,Delta Heavy,"{'popularity': 16, 'song_name': ""How Love Begins (feat. Dizzee Rascal) - Delta Heavy's 2003 Remix"", 'release_date': '2016-02-05', 'artists': ['DJ Fresh', 'High Contrast', 'Dizzee Rascal', 'Delta Heavy']}",1,0
8988,8988,5olrQpDroHT7sjmYWMLivy,Pressa,5vGXVYudNgm9E7jhXMM0Ro,Kid Quill,"{'popularity': 38, 'song_name': 'Mood ring', 'release_date': '2021-07-30', 'artists': ['Kid Quill', 'Pressa']}",0,0
8989,8989,4ehtJnVumNf6xzSCDk8aLB,Martin Jensen,6x2LnllRG5uGarZMsD4iO8,Thomas Rhett,"{'popularity': 40, 'song_name': 'Leave Right Now - Martin Jensen Mix', 'release_date': '2018-09-21', 'artists': ['Thomas Rhett', 'Martin Jensen']}",0,0
8990,8990,7Hq6EHWg4kFI4BtsRx1MpO,David Whistle,7vk5e3vY1uw9plTHJAMwjN,Alan Walker,"{'popularity': 59, 'song_name': 'Routine', 'release_date': '2016-11-30', 'artists': ['Alan Walker', 'David Whistle']}",0,0
8991,8991,0RMeG9M8QFzss9bAbq99KA,Maddix,2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,"{'popularity': 49, 'song_name': 'Lethal Industry - Maddix Remix', 'release_date': '2022-06-10', 'artists': ['Maddix', 'Tiësto']}",0,0
8992,8992,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,7aUSp5cOZlwEtd5zPC795k,Haywyre,"{'popularity': 34, 'song_name': 'Girlfriend - Haywyre Remix', 'release_date': '2020-07-30', 'artists': ['Charlie Puth', 'Haywyre']}",1,0
8993,8993,5Vuvs6Py2JRU7WiFDVsI7J,Lucky Daye,75CB9gAqPzqMGNHxymmxfg,BJRNCK,"{'popularity': 42, 'song_name': 'Be Thankful For What You’ve Got', 'release_date': '2020-12-04', 'artists': ['Lucky Daye', 'Big Freedia', 'BJRNCK']}",0,0
8994,8994,1l2ekx5skC4gJH8djERwh1,Don Diablo,1zLMhO4zzzxt5PMV4wMS3y,Keanu Silva,"{'popularity': 55, 'song_name': 'King Of My Castle - Don Diablo Edit', 'release_date': '2019-01-18', 'artists': ['Don Diablo', 'Keanu Silva']}",1,0
8995,8995,3IEvQoAohcGX7CdrbtIle7,Baby Rasta & Gringo,7awyvLSthqOcL5A3hnR1pf,Alex Gargolas,"{'popularity': 14, 'song_name': 'No Te Sorprendas', 'release_date': '2000-06-03', 'artists': ['Alex Gargolas', 'Baby Rasta & Gringo']}",0,0
8996,8996,0nTbVTXLLbBA4xCtn0cFkv,Myon,7jZM5w05mGhw6wTB1okhD9,ATB,"{'popularity': 31, 'song_name': 'Moon at Dawn', 'release_date': '2016-08-12', 'artists': ['Blind Pilot']}",0,0
8997,8997,3iN9k8uvm4WrgdlOigOH8D,Hook N Sling,6u11Qbko2N2hP4lTBYjX86,Peter Bjorn and John,"{'popularity': 17, 'song_name': 'Love on Me - Peter Bjorn and John Remix', 'release_date': '2016-11-04', 'artists': ['Galantis', 'Hook N Sling', 'Peter Bjorn and John']}",1,0
8998,8998,12vb80Km0Ew53ABfJOepVz,Ñengo Flow,7a9gFzWS5uEHtbNNgA6xyM,D.OZi,"{'popularity': 34, 'song_name': 'Los Reyes Del Malianteo (feat. Arcangel, Farruko, De La Ghetto, Ñengo Flow & D.Ozi)', 'release_date': '2014-11-01', 'artists': ['Mambo Kingz', 'Arcángel', 'Farruko', 'De La Ghetto', 'Ñengo Flow', 'D.OZi']}",0,0
8999,8999,1SncSgYiDk2kCBBaXIYcwd,Fat Trel,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,"{'popularity': 24, 'song_name': 'Geetchi Liberachi', 'release_date': '2015-06-09', 'artists': ['Fat Trel', 'Rick Ross']}",0,0
9000,9000,4AQrqVz6BYwy29iMxcGtx7,Roosevelt,4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,"{'popularity': 29, 'song_name': 'Yeah Yeah Yeah - Roosevelt Remix', 'release_date': '2015-10-16', 'artists': ['Jax Jones', 'Roosevelt']}",0,0
9001,9001,1pbHrVayIcVpHI9z97u4bK,Bingo Players,6QMABvTzixnxzsLYyhqRxI,Majestic,"{'popularity': 24, 'song_name': 'Pogo - Bingo Players Remix', 'release_date': '2019-12-20', 'artists': ['Laidback Luke', 'Majestic', 'Bingo Players']}",0,0
9002,9002,3XZqUDzxPoB75FUifzQofQ,Bhaskar & MOJJO,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"{'popularity': 18, 'song_name': 'Melody - Bhaskar & MOJJO Remix', 'release_date': '2018-07-13', 'artists': ['Lost Frequencies', 'James Blunt', 'Bhaskar', 'Mojjo']}",1,0
9003,9003,67nwj3Y5sZQLl72VNUHEYE,Wale,6eUSUma6IbsuvfAs9c0Kti,Young Greatness,"{'popularity': 1, 'song_name': 'Squad Goals', 'release_date': '2016-07-27', 'artists': ['Young Greatness', 'Wale']}",0,0
9004,9004,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,"{'popularity': 64, 'song_name': 'Minute', 'release_date': '2017-07-21', 'artists': ['NAV', 'Metro Boomin', 'Playboi Carti', 'Offset']}",0,0
9005,9005,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,"{'popularity': 29, 'song_name': 'Mi Casa Su Casa (feat. Waka Flocka, Shawty Lo, Nicki Minaj & Yo Gotti)', 'release_date': '2015-12-11', 'artists': ['Gucci Mane', 'Nicki Minaj', 'Shawty Lo', 'Waka Flocka Flame', 'Yo Gotti']}",1,0
9006,9006,2oZcMYiKpjaA2Et5mU3RPP,Chronixx,6eXZu6O7nAUA5z6vLV8NKI,Little Simz,"{'popularity': 42, 'song_name': 'Wounds', 'release_date': '2019-03-01', 'artists': ['Little Simz', 'Chronixx']}",0,0
9007,9007,0T2sGLJKge2eaFmZJxX7sq,Wretch 32,31lnFZEM6ysvjOx59VyxRE,Krept & Konan,"{'popularity': 7, 'song_name': 'Heart of a Lion', 'release_date': '2010-09-21', 'artists': ['Krept & Konan', 'Wretch 32']}",0,0
9008,9008,2GJMSZ7M3D0KyyKRhYgWju,Focalistic,6egY1uh8HjHy6TrD0qmQNN,Myztro,"{'popularity': 60, 'song_name': 'Tobetsa Remake (feat. Focalistic, Daliwonga, ShaunMusiq & Ftears)', 'release_date': '2022-12-01', 'artists': ['Myztro', 'Focalistic', 'Daliwonga', 'Shaunmusiq', 'Ftears']}",0,0
9009,9009,20gsENnposVs2I4rQ5kvrf,Sam Feldt,5p7f24Rk5HkUZsaS3BLG5F,Hailee Steinfeld,"{'popularity': 48, 'song_name': 'Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix', 'release_date': '2019-05-02', 'artists': ['Drax Project', 'Hailee Steinfeld', 'Sam Feldt']}",0,0
9010,9010,0bI3VA9gVcpoOzrklKgG7V,BLU J,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"{'popularity': 44, 'song_name': 'Six Feet Under - BLU J Remix', 'release_date': '2017-02-03', 'artists': ['Billie Eilish', 'BLU J']}",0,0
9011,9011,5Igpc9iLZ3YGtKeYfSrrOE,Chris Lake,5QUhiVCj7pLYCSCrgNRlxl,Aston,"{'popularity': 4, 'song_name': 'Aston Shuffle Remix - Aston Remix', 'release_date': '2007-05-28', 'artists': ['Chris Lake', 'Aston']}",0,0
9012,9012,5eKqhPrKad0J9xGAtq3rW7,BURNS,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"{'popularity': 32, 'song_name': 'OTW - BURNS Version', 'release_date': '2018-06-29', 'artists': ['Khalid', 'Ty Dolla $ign', '6LACK', 'BURNS']}",0,0
9013,9013,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,4RSyJzf7ef6Iu2rnLdabNq,Willy William,"{'popularity': 72, 'song_name': 'Mi Gente', 'release_date': '2017-06-30', 'artists': ['J Balvin', 'Willy William']}",0,0
9014,9014,5zzrJD2jXrE9dZ1AklRFcL,KT Tunstall,7wwwmHSWzhSDvxxjJlxRCj,Disco Band,"{'popularity': 1, 'song_name': 'Starlight & Gold - Disco Band Remix', 'release_date': '2020-04-24', 'artists': ['Molella', 'KT Tunstall']}",0,0
9015,9015,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,3TVXtAsR1Inumwj472S9r4,Drake,"{'popularity': 78, 'song_name': ""F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)"", 'release_date': '2013', 'artists': ['A$AP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']}",0,0
9016,9016,15jrieCvf3EklAScnD9kKl,Sak Noel,1r4hJ1h58CWwUQe3MxPuau,Maluma,"{'popularity': 22, 'song_name': 'Medellín - Sak Noel Remix', 'release_date': '2019-05-09', 'artists': ['Madonna', 'Maluma', 'Sak Noel']}",0,0
9017,9017,2ayt5jDUuTCpoTG7sHSvuq,Stonebwoy,5tlNJfV9UIpgnbWmvUEFu7,Gentleman,"{'popularity': 28, 'song_name': 'Can’t Lock the Dance', 'release_date': '2022-12-02', 'artists': ['Gentleman', 'Stonebwoy']}",0,0
9018,9018,0S96v5UXUohZd31g8plQLt,Chosen,68Yelg8HOZqYn4EjOnXsZy,Zion,"{'popularity': 19, 'song_name': 'Chosen', 'release_date': '2018-01-14', 'artists': ['Aviyah']}",0,0
9019,9019,61ipISvUVa5LkJlKZnm3Oo,Alle Farben,6E8wYeE1CsvOUO031l9QGJ,Namito,"{'popularity': 2, 'song_name': 'Wunderbar - Rainer Weichhold & Namito Remix', 'release_date': '2012-10-26', 'artists': ['Alle Farben', 'Rainer Weichhold', 'Namito']}",0,0
9020,9020,3pgCLfNbw5ozIfoNsvDU7i,Fedez,6FtwCmLY6L1sqvjaQ2lV6G,Emis Killa,"{'popularity': 32, 'song_name': 'Kim & Kanye (feat. Emis Killa)', 'release_date': '2019-01-25', 'artists': ['Fedez', 'Emis Killa']}",0,0
9021,9021,4QorJVeBcR8p3rOveZtpSk,Bella Alubo,7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,"{'popularity': 56, 'song_name': 'G.O.A.T. (feat. Ty Dolla $ign & Bella Alubo)', 'release_date': '2022-05-20', 'artists': ['The Notorious B.I.G.', 'Ty Dolla $ign', 'Bella Alubo']}",0,0
9022,9022,61ipISvUVa5LkJlKZnm3Oo,Alle Farben,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"{'popularity': 44, 'song_name': 'Overpass Graffiti - Alle Farben Remix', 'release_date': '2021-10-28', 'artists': ['Ed Sheeran', 'Alle Farben']}",0,0
